2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:53:29,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:53:29,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:54:00,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:54:32,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:55:02,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:55:34,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:56:05,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:56:36,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:57:06,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:57:38,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:58:08,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:58:38,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:59:10,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 13:59:40,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:00:12,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:00:44,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:01:14,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:01:44,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:02:16,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:02:48,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:03:18,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:03:50,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 14:27:17,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:22:29,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:23:00,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:23:31,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:24:01,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:24:32,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:25:02,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:25:33,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:26:03,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:26:34,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:27:04,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:27:35,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:28:05,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:28:36,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:29:06,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/11 15:29:37,0,0,0,0,0,1
