2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:25:59,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:25:59,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:26:30,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:27:00,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:27:30,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:28:00,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:28:31,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:29:01,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:29:32,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:30:02,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:30:32,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:31:03,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:31:33,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:32:04,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:32:34,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:33:04,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:33:34,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:34:04,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:34:34,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:35:05,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:35:35,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:36:06,0,0,0,0,0,1
2100000A,0.0,0.0,0.0,0.0,0.0,2011/01/17 10:36:36,0,0,0,0,0,1
